201974_name;Meve királynô
201974_tooltip;Minden körben, a kör elején 1-gyel csökkenti a számlálót. Ha a csata végén van jelen <b>Palánkfal</b>, <b>Meve</b> megnyeri a csatát.
201975_fluff;Hogy gondoljunk a nagyobb jóra?! A háború a legnagyobb jó, a legnagyszerûbb rossz, a legnagyobb átkozott valami, amit ember csak kitalálhatott!
201975_name;Skelligei uszító
201975_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=duel>Párbaj</keyword> a <b>legerôsebb ellenséggel</b>.
201979_fluff;Jól odaver egy meleg nyári napon. Vagy akármelyik másik napon.
201979_name;Hordó sör
201979_tooltip;<keyword=heal>Felgyógyít</keyword> egy egységet, és Erôsíti ennyivel: {Boost}.
201980_fluff;Meglepôen éles egy díszkardhoz képest.
201980_name;Meve: Díszes kard
201980_tooltip;<keyword=deploy>Lehelyezés</keyword>: A <b>leggyengébb szövetségesed</b> erejének megfelelô sebzést okoz egy <b>ellenségnek</b>.
201981_fluff;Még soha nem történt olyan, hogy ne történt volna semmi sem.
201981_name;Gascon: Improvizatôr
201981_tooltip;<keyword=deploy>Lehelyezés</keyword>, <keyword=melee>Közelharc</keyword>: {Damage} sebzést okoz egy <b>ellenségnek</b>.\n<keyword=deploy>Lehelyezés</keyword>, <keyword=ranged>Távolsági</keyword>: Bármely kártyát a másik sorra mozgatja annak térfelén.\n{Counter} kör után, a kör kezdetén ezt az egységet és <b>Reynardot</b> a csatamezôrôl a kézbe mozgatja.
201983_fluff;A harc egy tánc, ahol sosem engedheted, hogy az ellenfeled vezessen!
201983_name;Elf kardmester
201983_tooltip;<keyword=order>Parancs</keyword>: Megsemmisít egy sérült egységet.\n<keyword=cooldown>Lehiggadás</keyword>: 1.
201984_fluff;Falbeson gróf hazafiassága némiképp megkopott öregkorára.
201984_name;Falbeson gróf
201984_tooltip;<keyword=immune>Immunis</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: {Counter} <b>Falbeson testôrt</b> <keyword=spawn>Teremt</keyword>.
201985_fluff;Az Arany Tornyok Városának nemesenszületett fiai alkotják a Birodalmi Hadsereg elit gerincét.
201985_name;Nilfgaardi lovag
201985_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Damage} sebzést okoz egy <b>ellenséges egységnek</b>.
201986_fluff;Caldwellnek már a pénzeserszénye elsô csörrenésére nyomban ki is ment a fejébôl a királynônek tett hûségesküje.
201986_name;Köpönyegforgató vezér
201986_tooltip;Minden körben, a kör elején húzat egy kártyát.
201987_fluff;Csak nem Spalla Bitangjait vezeti? Az, akit az Ebek Hercegének neveznek?
201987_name;Gascon: Szabadító
201987_tooltip;Minden körben, a kör elején a következô három valamelyikét cselekszi meg véletlenszerûen:\n1. egy <b>véletlenszerûen választott ellenségnek</b> 2 sebzést okoz.\n2. Erôsít egy <b>véletlenszerûen választott szövetségest</b> 2-vel.\n3. Egy <b>véletlenszerûen választott ellenséget</b> az átellenes sorra mozgat.
201988_fluff;A férjed uralma alatt tíz évet szolgáltam, a tiéd alatt újabb nyolcat. És ezen idô alatt még egyszer sem szolgáltam ennél nemesebb ügyet.
201988_name;Reynard: Improvizatôr
201988_tooltip;<keyword=deploy>Lehelyezés</keyword>: Átfordítja a <b>Bankettasztalt</b>.
201989_fluff;Egy tûzgolyót? Természetesen. Amit csak Császári ôfelsége kíván.
201989_name;Albrich
201989_tooltip;Minden körben, a kör elején a <b>leggyengébb egység</b> erejével azonos mértékû sebzést okoz az ellenfél kezében levô <b>legerôsebb ellenséges egységnek</b>.
201990_fluff;Nilfgaard varázslóinak leghatalmasabbjai tökélyre fejlesztették a gólemkészítés mûvészetét. Néhányszor még arra is sikerült rábírniuk teremtményeiket, hogy a Birodalom ügyéért harcoljanak...
201990_name;Birodalmi gólem
201990_tooltip;<keyword=deploy>Lehelyezés</keyword>: {Counter} <b>Gyenge gólemet</b> <keyword=spawn>Teremt</keyword>.
201991_fluff;Tör. Zúz. Öl. Megismétel.
201991_name;Gyenge gólem
201991_tooltip;Nincs képessége.
201992_fluff;Úrnôm! Nagyszerû hírek! A seregünk jelentôs fölényben van az ô–– Ó... Ne is törôdjön velem.
201992_name;Sötét rituálé
201992_tooltip;1-gyel Erôsíti <b>Albrich-et</b> és a <b>leggyengébb ellenséget</b> az ellenfeled kezében, majd 1 <b>alap példányt</b> <keyword=spawn>Teremt</keyword> <b>ebbôl a kártyából</b>.
201993_fluff;Mi az? Talán egy madár? Talán egy griff? Dehogy! Az egy...
201993_name;Tehén tetem
201993_tooltip;Amikor ez az egység sebzôdik, a csatamezô másik felére mozdul.\n<keyword=deathwish>Halálvágy</keyword>: Ha ez az egység <b>Meve</b> térfelén van, <b>Meve</b> elveszíti a csatát.
201994_fluff;A császár fanatikus testôrei a végsôkig harcolnak.
201994_name;Császári kényszerítô
201994_tooltip;Amikor kijátszol egy ettôl eltérô egységet, 3 <keyword=armor>Páncélt</keyword> ad neki.
201995_fluff;Sokan úgy hiszik, hogy a Birodalom ereje a fegyelmezett hadaiban és kötelességtudó varázslóiban rejlik. Valójában a nilfgaardi florin az, ami a hatalmát adja.
201995_name;Árulás
201995_tooltip;<keyword=seize>Elfog</keyword> egy <b>bronz ellenséges egységet</b>. Ha <keyword=loyal>Hûséges</keyword>, érvényesíti a képességét.
201996_fluff;Lehet, hogy ez az öreglány recseg, ropog és nyiszorog, de elvisz bárhová.
201996_name;Szekér
201996_tooltip;<keyword=immobile>Röghözkötött</keyword>.\nMinden {Counter} megsemmisült <b>szövetségesért</b> egy sorral az ellenfél felé mozdul. Ha ez az egység <b>Tûzzel</b> érintkezik, megsemmisül.\n<keyword=deathwish>Halálvágy</keyword>: <b>Meve</b> elveszíti a csatát.
201997_fluff;Közelebbrôl még ennél is félelmetesebb volt. Irdatlan mérete ellenére hihetetlen gyorsasággal mozgott. Mint egy gyík a homokon.
201997_name;Keltullis: Karmok
201997_tooltip;Minden körben, a kör elején 2 szomszédos egységet <keyword=duel>Párbajra</keyword> kényszerít ezzel az egységgel. 3 kör után az ellenség közelharci sorára mozdul.
201998_fluff;Közelebbrôl még ennél is félelmetesebb volt. Irdatlan mérete ellenére hihetetlen gyorsasággal mozgott. Mint egy gyík a homokon.
201998_name;Keltullis: Regeneráció
201998_tooltip;Minden körben, a kör elején <keyword=heal>Felgyógyítja</keyword> ezt az egységet 10-zel.\n3 kör után, a kör kezdetén a távolsági sorra mozdul.
202001_fluff;Ne feledjék, közlegények: a hegyes végével fölfelé!
202001_name;Palánkfal
202001_tooltip;Nincs képessége.
202002_fluff;Ne feledjék, közlegények: a hegyes végével fölfelé!
202002_name;Palánkfal
202002_tooltip;Amikor egy <b>ellenség</b> <keyword=loyal>Hûséges</keyword> képessége érvényesül, 3-mal <keyword=strengthen>Erôsíti</keyword> <b>önmagát</b>.
202003_fluff;Északnak nincs semmije, amivel meg tudnának bennünket lepni.
202003_name;Kifigyelô
202003_tooltip;Ha egy egység jelenik meg ezen a soron, ez az egység éber lesz.\nHa éber, minden körben, a kör elején egy sorral távolabb mozdul az ellenféltôl.\nHa nincs sor, ahova mozdulhatna, elmenekül, és riadót fúj.
202024_fluff;Ami pillanatokkal korábban gömbölyû szikláknak tûnt a cseppkövek között, az most fenyegetôn bámult rá hatalmas, világító szemeivel.
202024_name;Torkos barbegazi
202024_tooltip;Minden körben, a kör elején, ha ez az egység a legutóbbi köre óta nem sebzôdött, az <b>Elesett katonával</b> azonos soron levô minden egységet a másik sorra mozgat.
202025_fluff;Az a reszketeg tökfilkó? Azt se tudnád megmondani róla, hogy élô-e, vagy csak kitömött!
202025_name;Brouver Hoog
202025_tooltip;<keyword=deploy>Lehelyezés</keyword>: 2 <b>Mahakami védelmezôt</b> <keyword=spawn>Teremt</keyword>, és egy ellenséget a közelharci sorról a távolsági sorra mozgat.
202026_fluff;A griffek szeretnek játszani az áldozataikkal. Élve falják fel ôket, darabról darabra.
202026_name;Fenséges griff
202026_tooltip;<keyword=deploy>Lehelyezés</keyword>: Egy <b>véletlenszerûen választott ellenséget</b> az átellenben lévô sorra mozgat, és 2 sebzést okoz minden egységnek azon a soron.
202027_fluff;A trollok sokfélék, különbözô alakkal, mérettel és ízléssel vannak megáldva. Ennek ellenére mindegyiküknek csak annyi agya van, mint egy marék lepkének.
202027_name;Tomboló jégtroll
202027_tooltip;Nincs képessége.
202031_fluff;Egy kegyetlen fegyver a kegyetlen idôkre.
202031_name;Havekár cséphadaró
202031_tooltip;Egy <b>szövetséges</b> választása után kijátsza annak minden példányát a paklidból. 5 kör után, a kör kezdetén ez az egység visszatér a kézbe.
202032_fluff;INVISIBLE CARD, IGNORE
202032_name;INVISIBLE CARD, IGNORE
202032_tooltip;–elavult–
202033_fluff;Hagyd már békén, Gatyás! A fenébe is, ne bántsad!
202033_name;Gatyás
202033_tooltip;<keyword=immune>Immunis</keyword>. Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\nAmikor arany kártyát játszol ki, a paklidból <keyword=summon>Megidézi</keyword> Gatyást.\nEz az egység kifoszthatja a kezedet fincsi falatok után kutatva.
202034_fluff;Te meg mit tátogsz itt? Tûnés vissza harcolni!
202034_name;Élôholt katona
202034_tooltip;Minden körben, a kör elején minden egységet a temetôdbôl a kezedbe mozgat vissza.
202035_fluff;Demavend király büszkeségei, amikor eljött az ô idejük, csak szégyent hoztak rá.
202035_name;Aedirni lovasság
202035_tooltip;<keyword=deploy>Lehelyezés</keyword>: Erôsíti a szomszédos egységeket ennyivel: {boost}.\nAhányszor az <b>ellenséges Vezért</b> kijátszák, megismétli a <keyword=deploy>Lehelyezés</keyword> képességét.
202036_fluff;Soha nem kényszeríthetik arra, hogy köveket hajigáljon a Birodalomért... Mindegy, hogy hány alkalommal is próbálkoznak vele.
202036_name;Aedirni kôhajító
202036_tooltip;3 körönként, a kör kezdetén 2 sebzést okoz egy kézben, pakliban vagy csatamezôn levô, <b>véletlenszerûen választott ellenségnek</b>.
202068_fluff;Tartsd rövid pórázon a mocskot! És ne félj használni azt az ostort!
202068_name;Gimpy Gerwin
202068_tooltip;<keyword=order>Parancs</keyword>: Megsemmisít egy <keyword=lock>Zárolt</keyword> <b>ellenséges egységet</b>, vagy <keyword=lock>Zárol</keyword> egy <b>ellenséges egységet</b>.
202069_fluff;Azt mondják, a tündék léptei nem látszódnak a havon, de ha engem kérdeztek, ez csak bolond falusiak hablatyolása.
202069_name;Elf felderítô
202069_tooltip;<keyword=deploy>Lehelyezés</keyword>: Mindkét ellenséges sorra <b>Dermesztô fagyot</b> <keyword=spawn>Teremt</keyword>.
202070_fluff;Add át a pénzedet, és akkor talán megkíméljük az életedet. De nem ígérhetek semmit.
202070_name;Haramia vezér
202070_tooltip;5-tel Erôsít minden, a kézben, a pakliban vagy a csatamezôn található egységet.
202071_fluff;Fel a kezekkel! Ha csak egy fikarcnyit is mozdulni mersz, a bordáid közé mártom a késemet!
202071_name;Haramia
202071_tooltip;Nincs képessége.
202072_fluff;Fel a kezekkel! Ha csak egy fikarcnyit is mozdulni mersz, a bordáid közé mártom a késemet!
202072_name;Haramia
202072_tooltip;<keyword=deploy>Lehelyezés</keyword>: 5-tel Erôsít egy <b>szövetségest</b>.
202073_fluff;Fel a kezekkel! Ha csak egy fikarcnyit is mozdulni mersz, a bordáid közé mártom a késemet!
202073_name;Haramia
202073_tooltip;<keyword=deploy>Lehelyezés</keyword>: 5 sebzést okoz egy egységnek.
202074_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202074_name;Meve: Hosszúkard
202074_tooltip;<keyword=order>Parancs</keyword>: Erôsít egy <b>szövetségest</b> ennyivel: {Boost}, és {Armor} <keyword=armor>Páncélt</keyword> ad neki. Aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {timer}.
202075_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202075_name;Meve: Csatakalapács
202075_tooltip;<keyword=order>Parancs</keyword>: Egy kártyát a paklid tetejére mozgat, és <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen3}. Aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter2}.
202076_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202076_name;Meve: Sihill
202076_tooltip;<keyword=order>Parancs</keyword>: {Damage} sebzést okoz egy egységnek, aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\nAz ezen képesség által megsemmisített minden egyes egység után 1-gyel növeli az okozott sebzést.\n<keyword=cooldown>Lehiggadás</keyword>: {counter2}.
202077_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202077_name;Meve: Angreni penge
202077_tooltip;<keyword=order>Parancs</keyword>: Visszakever egy <b>szövetségest</b> a pakliba, és kijátszik {Counter2} kártyát a paklidból. Aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter5}.
202078_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202078_name;Meve: Ríviai pallos
202078_tooltip;<keyword=order>Parancs</keyword>: {Damage} sebzést okoz egy <b>ellenséges egységnek</b> és minden, azzal azonos erejû <b>ellenségnek</b>. Aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter}.
202079_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202079_name;Meve: Láncos buzogány
202079_tooltip;<keyword=order>Parancs</keyword>: {Damage3} sebzést okoz {Maxtargets3} szomszédos <b>ellenségnek</b>, és egy sorral hátrébb mozgatja ôket. Aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter5}.
202080_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202080_name;Meve: Díszes kard
202080_tooltip;<keyword=order>Parancs</keyword>: A <b>leggyengébb szövetséges</b> erejével azonos mértékû sebzést okoz egy <b>ellenségnek</b>, aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter4}.
202081_fluff;Nem vagyok ahhoz hozzászokva, hogy félbeszakítanak.
202081_name;Meve: Dárda
202081_tooltip;<keyword=restraint>Megfékezett</keyword>.\n<keyword=order>Parancs</keyword>: Egy egység erejét 1-re állítja, aztán érvényesíti <b>minden szövetséges</b> <keyword=loyal>Hûséges</keyword> képességét.\n<keyword=cooldown>Lehiggadás</keyword>: {Counter2}.
202082_fluff;Háborús veterán vagyok! Meg tudnál szánni egy koronával?
202082_name;Könnyûgyalogság
202082_tooltip;<keyword=order>Parancs</keyword>: A másik sorra mozdul.\n<keyword=deathwish>Halálvágy</keyword>: {Damage} sebzést okoz egy <b>véletlenszerûen választott ellenségnek</b>.
202083_fluff;Háborús veterán vagyok! Meg tudnál szánni egy koronával?
202083_name;Könnyûgyalogság +
202083_tooltip;<keyword=order>Parancs</keyword>: A másik sorra mozdul.\n<keyword=deathwish>Halálvágy</keyword>: {Damage} sebzést okoz egy <b>véletlenszerûen választott ellenségnek</b>.
202084_fluff;Brouver Hoog egyszer ki akarta rúgni Mahakamból, mert egy lámát tartott a nappalijában… Ez egy hosszú történet.
202084_name;Gábor Zigrin ++
202084_tooltip;<keyword=deploy>Lehelyezés</keyword>: <keyword=spawn>Teremti</keyword> és kijátsza a <b>Gábor: Balhorog ++</b> vagy a <b>Gábor: Feneketlen zsebek ++</b> kártyát.
202086_fluff;Ah... Nincs a csilingelô pénzecskék és a nyikorgó kerekek hangjánál szebb muzsika.
202086_name;Zsákmánnyal megrakott szekér
202086_tooltip;{Counter} kör után, a kör kezdetén elmenekül.
202087_fluff;Ha ez leterít, nem kelsz fel többé.
202087_name;Karócsapda +
202087_tooltip;<keyword=spying>Kém</keyword>. <keyword=restraint>Megfékezett</keyword>.\n<keyword=deploy>Lehelyezés</keyword>: Minden, a soron tartózkodó egység erejét a sor összerejének átlagára állítja. Ha az átlag {Power} vagy kisebb, megsemmisít minden egységet a soron, <b>önmagát</b> is beleértve.
202088_fluff;Mindig van mód a bejutásra. Csak a megfelelô kulcsra van szükség... Persze a mászás is egy lehetôség, ha nincs más.
202088_name;Bitang beszivárgó +
202088_tooltip;<keyword=restraint>Megfékezett</keyword>. <keyword=spying>Kém</keyword>.\n{Counter} kör után, a kör kezdetén Erôsíti ezt az egységet a szomszédos egységek egyesített erejével, aztán a másik sorra mozdul.
202089_fluff;Spalla Bitangjai napról napra egyre szemtelenebbek lettek. Egy ló innen, egy ló onnan... Most pedig a királyi istállóból!
202089_name;Bitang lovasság +
202089_tooltip;<keyword=deploy>Lehelyezés</keyword>: Megcéloz egy egységet. Minden körben, a kör elején {Damage} sebzést okoz neki. Amikor az megsemmisül, egy másik, <b>véletlenszerûen választott ellenséget</b> céloz meg.
202093_fluff;Egy kôhajító felér vagy száz talpassal... És ezer hozzád hasonló féreggel.
202093_name;Kôhajító
202093_tooltip;{timer} kör után, a kör kezdetén 1 sebzést okoz minden <b>ellenségnek</b>.
202094_fluff;Egy kôhajító felér vagy száz talpassal... És ezer hozzád hasonló féreggel.
202094_name;Kôhajító
202094_tooltip;{timer} kör után, a kör kezdetén 1 sebzést okoz minden <b>ellenségnek</b>.
202095_fluff;Egy kôhajító felér vagy száz talpassal... És ezer hozzád hasonló féreggel.
202095_name;Kôhajító
202095_tooltip;{timer} kör után, a kör kezdetén 1 sebzést okoz minden <b>ellenségnek</b>.
202096_fluff;Majd egy napon, ha idôsebb leszel, eltalálhat egy szikla. 
202096_name;Sziklaesô
202096_tooltip;Amikor ezen egység számlálója lejár, egy sorral lejjebb mozdul.
202097_fluff;Majd egy napon, ha idôsebb leszel, eltalálhat egy szikla. 
202097_name;Sziklaesô
202097_tooltip;Amikor a számlálója lejár, 1 sorral az ellenfél felé mozdul. Aztán a számlálója 1-re áll.
202098_fluff;Ne feledjék, közlegények: a hegyes végével fölfelé!
202098_name;Palánkfal
202099_fluff;A háborúban egy uralkodónak nincsenek egyéni törekvései, sem pedig választási lehetôségei. Ilyenkor egy uralkodó kardot és pajzsot ragad, majd az alattvalói védelmére kel.
202099_name;Meve: Hosszúkard
202099_tooltip;Ha van egy <b>Sziklaesô</b> ezen a soron, <b>Meve</b> elveszíti a csatát.
202100_fluff;A 13. század közepi lyriai építészet ragyogó példája.
202100_name;Lyriai kunyhó
202100_tooltip;Nincs képessége.
202101_fluff;Sötét, mint a csatornapatkány seggluka – és kétszer olyan büdös...
202101_name;Sötét sikátor
202101_tooltip;Vagy elmenekülhetsz ezen keresztül a városból,... vagy egyenesen <b>Caldwell erôsítésébe</b> futhatsz bele.
202102_fluff;Sötét, mint a csatornapatkány seggluka – és kétszer olyan büdös...
202102_name;Sötét sikátor
202102_tooltip;Vagy elmenekülhetsz ezen keresztül a városból,... vagy egyenesen <b>Caldwell erôsítésébe</b> futhatsz bele.
202103_fluff;A férjed uralma alatt tíz évet szolgáltam, a tiéd alatt újabb nyolcat. És ezen idô alatt még egyszer sem szolgáltam ennél nemesebb ügyet.
202103_name;Reynard Odo
202103_tooltip;<keyword=order>Parancs</keyword>: Válassz egy <b>Sötét sikátort</b>, amin elmenekülhet.
202104_fluff;Valahányszor <b>Meve</b> elhagyta a várost, éljenzô tömeg vette körül, és rózsaszirmok hevertek a lábai elôtt... Azonban ez a nap más volt.
202104_name;Városkapu
202104_tooltip;Amikor ezen kártya számlálója lejár, a <b>Városkapu</b> becsukódik. Ha abban a pillanatban <b>Meve-nek</b> kevesebb pontja van, elveszíti a csatát.
202105_fluff;A Jóság Könyve azt mondja, hogy a világ egy kert, amit az Istenek adományoztak az embereknek. És mi, emberek elhanyagoljuk ezt a kertet!
202105_name;Deneslei Eyck
202105_tooltip;<keyword=deploy>Lehelyezés</keyword>: Ezen egység erejével azonos mértékû sebzést okoz egy <b>ellenséges egységnek</b>.\nAmikor egy <b>szövetséges</b> sebzôdik, <b>önmagát</b> <keyword=strengthen>Erôsíti</keyword> ennyivel: {Strengthen}.
202106_fluff;Léteznek-e démonok? Ebben az erdôben minden bizonnyal léteznek.
202106_name;Az erdô démona
202106_tooltip;Amikor kijátszol egy <b>Tündét</b>, Erôsíti azt 1-gyel.
202107_fluff;Karócsapda? Pff... Ezt figyeld!
202107_name;Tûzcsapda
202107_tooltip;{Counter} kör után, a kör kezdetén {Damage} sebzést okoz az átellenes soron levô minden egyégnek.
202108_fluff;A szenvedéseinknek itt és most vége. Eljött az ideje, hogy az emberek szenvedjenek.
202108_name;Elf orgyilkos
202108_tooltip;<keyword=immobile>Röghözkötött</keyword>.\n{Counter} kör után, a kör kezdetén megsemmisít egy <keyword=lock>Zárolt</keyword> <b>ellenséget</b>, aztán {Damage} sebzést okoz minden <b>ellenségnek</b>.\n<keyword=deathwish>Halálvágy</keyword>: Megszünteti egy <b>ellenség</b> <keyword=lock>Zárolt</keyword> állapotát, és visszamozgatja azt az eredeti térfelére. Aztán 1-gyel Erôsít <b>minden szövetségest</b>.
202109_fluff;A Nordlingok "vesszônek" hívják ezeket. Nem gondolják, hogy ennek a szónak már így is sok jelentése van?
202109_name;Ghesói számszeríjász
202109_tooltip;Az elsô forduló kezdetén megjelenik a csatamezôn.\n3 kör után, a kör kezdetén 3 sebzést okoz a <b>leggyengébb ellenségnek</b>. Aztán kicseréli ezt a kártyát egy vele azonos <b>Újonc</b>-költségûvel a pakliból.
202110_fluff;Bal, jobb, bal, jobb!
202110_name;Ghesói talpas
202110_tooltip;Az elsô forduló kezdetén megjelenik a csatamezôn.\n4 kör után, a kör kezdetén <keyword=duel>Párbajra</keyword> hívja a <b>leggyengébb ellenséget</b>.
202111_fluff;A követ feladata a szavak csûrése-csavarása. Az én feladatom másoknak a csûrése-csavarása...
202111_name;Birodalmi kíséret
202111_tooltip;Nincs képessége.
202112_fluff;Teljesítem a kötelességemet, vagy belehalok a próbálkozásba. Nincs más alternatíva.
202112_name;Nilfgaardi parancsnok
202112_tooltip;Minden körben, a kör elején 1 <keyword=armor>Páncélt</keyword> ad egy véletlenszerûen választott <b>Birodalmi karavánnak</b>.\nHa az az ellenfél térfelén van, egy sorral elmozgatja az ellenféltôl azt.\nHa <b>Meve</b> már 3 <b>Birodalmi karavánt</b> elfoglalt, megadja <b>magát</b>.
202113_fluff;A haditerv az, hogy kiismerjük az ellenfélnek a csata felére vonatkozó haditervét... Ööö, várjunk csak...
202113_name;Kifigyelô
202113_tooltip;{Counter} kör után, a kör kezdetén <b>Tartalékos egységeket</b> <keyword=summon>Idéz</keyword>.\n<keyword=deathwish>Halálvágy</keyword>: Csökkenti azok számlálóját ennyivel: {Counter2}.
202114_fluff;No lám, no lám... Kik döntöttek úgy, hogy végre idevonszolják a seggüket!
202114_name;Tartalékosok
202114_tooltip;Minden körben, a kör elején a számláló 1-gyel csökken. Amikor a számláló lejár, kártyákat húzat addig, amíg a kezed tele nem lesz.
202115_fluff;INVISIBLE CARD, IGNORE
202115_name;INVISIBLE CARD, IGNORE
202116_fluff;Akármit szállíthat!
202116_name;Karaván
202116_tooltip;<keyword=immobile>Röghözkötött</keyword>.\nAmikor ez az egység sebzôdik, egyel jobbra mozdul el.\n<keyword=deathwish>Halálvágy</keyword>: <b>Meve</b> elveszíti a csatát.
202117_fluff;Várjatok a jelemre! Csak még egy kicsit... Igen, ez lesz az... Most egy kicsit közelebb...
202117_name;Gascon rajtaütése
202117_tooltip;Egy rejtôzködést érvényesít, amikor egy <b>Karavánt</b> mozgatsz ezen kártya mellé.
202118_fluff;A Feketék jobban figyelik azt a szekeret, mint egy korhely a szajhákat.
202118_name;Karaván kíséret
202118_tooltip;<keyword=immobile>Röghözkötött</keyword>.
202119_fluff;Ideje, hogy jó modort tanuljatok!
202119_name;Nilfgaardi parancsnok
202119_tooltip;<keyword=immune>Immunis</keyword>.\nAmikor egy <b>szövetséges</b> megsemmisül, ez az egység elveszíti az aktuális erejének 25%-át.
202120_fluff;Tûz ellen tûzzel érdemes harcolni.
202120_name;Lobbanékony elementál
202120_tooltip;2 kör után, a kör kezdetén <b>Tüzet</b> <keyword=spawn>Teremt</keyword> a szemközti sorra, majd megfelezi ezen egység erejét. Amikor ez az egység sebzôdik, átmozdul a másik sorra.
202121_fluff;A gróf egyetlen haja szála sem görbülhet! Legalábbis addig, ameddig szükségünk van ôrá...
202121_name;Falbeson testôre
202121_tooltip;{Counter2} kör után, a kör kezdetén növeli <b>Falbeson</b> Visszavonulás! számlálóját ennyivel: {Counter1}.\n<keyword=deathwish>Halálvágy</keyword>: Csökkenti a Visszavonulás! számlálót ennyivel: {Counter2}.
202122_fluff;Rendíthetetlenek. Legyôzhetetlenek. A tökéletes katonák. Már ha a védtelen civilek ellen vívott csatáikat is számítjuk.
202122_name;Vrygheff gyalogoskatonái
202122_tooltip;Miután egy <b>szövetséges</b> megsemmisül, a helyére mozdul.
202123_fluff;Vajon a rabszolgahajcsárt mi hajtja? Egyetlen cél: hogy a parancsait az utolsó betûig teljesítsék.
202123_name;Rabszolgahajcsár
202123_tooltip;{Damage} sebzést okoz a <b>leggyengébb szövetségesnek</b>, és Erôsíti a <b>legerôsebb szövetségest</b> ennyivel: {Boost}.
202124_fluff;Nem a legjobb városok bevételére, de nagyszerû azok porig rombolására.
202124_name;Testes Helge
202124_tooltip;<keyword=immobile>Röghözkötött</keyword>. Állandó <keyword=resilient>Rugalmas</keyword> állapotú.\n{Counter} kör után, a kör kezdetén megsemmisíti a <b>Várkaput</b>.
202125_fluff;Az emberek megérdemlik, hogy a Nagy Tenger büntesse meg ôket – persze csak miután súlyos köveket kötöztünk a lábaikra.
202125_name;Mókus hóhér
202125_tooltip;<keyword=immobile>Röghözkötött</keyword>.\n{Counter} kör után, a kör kezdetén megsemmisíti <b>Fekete Raylát</b>.
202126_fluff;A legtöbb nekker kicsi kis nyamvadék. De nem mindegyik...
202126_name;Izmos nekker
202126_tooltip;2 körönként, a kör kezdetén egy <b>bronz egységet</b> <keyword=summon>Idéz</keyword> a paklidból a közelharci sorra. Ha a sor már telített, a rajta levô <b>minden egység</b> sebzôdik ennyivel: {Damage}.
202127_fluff;Egek, hát nem csodálatos ez a kilátááááá...?!!
202127_name;Sziklaszirt
202127_tooltip;Amikor egy egység jelenik meg ezen a soron, sebzôdik ennyivel: {Damage}.
202128_fluff;Ne ejtsetek foglyokat!
202128_name;Meve: Bosszúálló
202128_tooltip;Minden körben, a kör elején egy véletlenszerûen választott <b>nilfgaardi egység</b> mellé mozdul, és megsemmisíti azt.
202129_fluff;Mi egyszerûen csak segítséget nyújtottunk az anyatermészetnek...
202129_name;Nilfgaardi lovag
202129_tooltip;<keyword=deathwish>Halálvágy</keyword>: egy <b>véletlenszerûen választott egységet</b> <keyword=summon>Idéz</keyword> a paklidból.
202130_fluff;Jóval azelôtt ki fogod ôket szagolni, minthogy látnád ôket.
202130_name;Bûzdémon
202130_tooltip;<keyword=deploy>Lehelyezés</keyword>: ebbôl az egységbôl 1 alap példányt <keyword=spawn>Teremt</keyword>\n<keyword=deathwish>Halálvágy</keyword>: {Damage} sebzést okoz minden egységnek ezen a soron.
202131_fluff;Éveken át mélyalvásban volt. És most hatalmas étvággyal ébredt.
202131_name;Termetes shaelmaar
202131_tooltip;Minden körben, a kör elején megsemmisíti a <b>leggyengébb szövetségest</b>, és Erôsít egy <b>véletlenszerûen választott szövetségest</b> az erejével megegyezô mértékben.
202132_fluff;A legnépszerûbb mesterség az övék a birodalmi udvarban, közvetlenül az írnokoké és a kurtizánoké után.
